id	1CMET2-PWY: folate transformations III (E. coli)	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	ARO-PWY: chorismate biosynthesis I	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	CALVIN-PWY: Calvin-Benson-Bassham cycle	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	GLUTORN-PWY: L-ornithine biosynthesis I	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	HISTSYN-PWY: L-histidine biosynthesis	HSERMETANA-PWY: L-methionine biosynthesis III	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	NONMEVIPP-PWY: methylerythritol phosphate pathway I	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	PANTO-PWY: phosphopantothenate biosynthesis I	PENTOSE-P-PWY: pentose phosphate pathway	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	PWY-1042: glycolysis IV	PWY-2942: L-lysine biosynthesis III	PWY-3001: superpathway of L-isoleucine biosynthesis I	PWY-3841: folate transformations II (plants)	PWY-4041: &gamma;-glutamyl cycle	PWY-5097: L-lysine biosynthesis VI	PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5103: L-isoleucine biosynthesis III	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5667: CDP-diacylglycerol biosynthesis I	PWY-5686: UMP biosynthesis I	PWY-5695: inosine 5'-phosphate degradation	PWY-5941: glycogen degradation II	PWY-5973: cis-vaccenate biosynthesis	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6317: D-galactose degradation I (Leloir pathway)	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	PWY-6608: guanosine nucleotides degradation III	PWY-6609: adenine and adenosine salvage III	PWY-6700: queuosine biosynthesis I (de novo)	PWY-6703: preQ0 biosynthesis	PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7237: myo-, chiro- and scyllo-inositol degradation	PWY-7238: sucrose biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-7663: gondoate biosynthesis (anaerobic)	PWY-7790: UMP biosynthesis II	PWY-7791: UMP biosynthesis III	PWY-7851: coenzyme A biosynthesis II (eukaryotic)	PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	PWY-7977: L-methionine biosynthesis IV	PWY-8178: pentose phosphate pathway (non-oxidative branch) II	PWY0-1296: purine ribonucleosides degradation	PWY0-1319: CDP-diacylglycerol biosynthesis II	PWY0-1477: ethanolamine utilization	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	PWY66-429: fatty acid biosynthesis initiation (mitochondria)	PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	THRESYN-PWY: superpathway of L-threonine biosynthesis	TRNA-CHARGING-PWY: tRNA charging	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	VALSYN-PWY: L-valine biosynthesis
magic.4845	0.0	0.6939395167	1.0	1.0	1.0	0.0	1.0	0.9999971179	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999913539	1.0	0.0	0.999992589	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.9999999939	1.0	1.0	0.0002603387	0.0002426681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5e-09	2.4e-09	0.0	0.0	0.999999146	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.996633578	0.0	0.9999896247	0.0	0.0	0.0	1.0	0.9999999885	1.0	1.0	1.0	0.0	1.0	1.0
magic.4846	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999468	1.0	0.6701797574	1.0	0.0	1.0	1.0	0.0	0.0002484041	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.1902699464	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.5608159712	0.5608159712	1.0	0.2704979928	0.0	1.0	0.0	0.9999999468	1.0	1.0	0.9998360826	1.0	1.0	1.0	0.0	1.0	1.0
magic.4848	0.0	0.0	0.9753366008	0.0	0.0	0.9999934794	1.0	0.1786141479	0.0	0.0	0.0	0.0	1.0	1.0	0.0005444115	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0030403206	0.0	0.0	0.999988868	0.9971963465	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.38e-08	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.7e-08	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9999777363	0.0005284428	0.0	0.0	1.0
magic.4849	0.0	0.0	0.6920341236	0.0503365317	1.0	0.9910126678	2e-10	1.0	0.0	0.0	1.0	0.0	1.0	0.3205264848	1.0	0.0	0.0	3e-10	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.4953e-05	0.0	1.0	0.0	2e-10	1.0	0.0022592384	4.78e-08	0.0	0.0076132421	0.7312031123	0.6335822262	0.9999789355	0.8013312203	0.0	0.9922707398	1.0	0.9999789355	0.0	0.0	0.0	0.0	0.0	0.0	0.983137638	0.0	1.0	0.9999988019	0.0	0.9971487063	1.0	0.0050884078	0.0	1.0	4.78e-08	4.78e-08	0.0	0.0	1.0	0.7290532103	0.0	0.0022592384	1.0	1.0	0.9999993026	0.0	9.06e-08	0.0	0.0	0.1877097032	0.9999985024
magic.4855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999984274	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0297684616	1.0	0.0	1.0	0.9982485305	1.0	1.0	1.0	1.0	1.0	0.9999999998	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
magic.4857	0.2973585762	0.9999995936	1.0	1.0	1.0	0.9990046284	1.0	1.0	0.9999999996	1.0	1.0	0.0	1.0	1.0	1.0	0.9993628107	0.0	1.0	0.0	1.0	0.9999178062	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.779790284	0.9999178062	1.0	1.0	0.0002477928	0.3833283631	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.9841274731	1.0	0.9999999875	1.0	0.0	0.9999999655	0.9962178577	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.8349494804	1.0	0.3833283631	0.3833283631	1.0	1.0	0.1746454492	1.0	1.0	0.0002477928	1.0	1.0	1.0	0.0	0.0747495318	1.0	0.9676057301	1.0	1.0
magic.4858	0.0	0.0	0.0	0.0	0.7211500128	1.0	0.0	1.0	0.0	0.0	0.0529936956	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.1e-09	0.0	0.0	0.0	0.0	1.0	0.0196671777	0.0	0.0011198938	0.0	0.6318180402	0.0	2e-10	1.0	0.1833877784	0.0	0.9920398893	1.0	0.7165297876	0.0	0.0	0.0	0.0	0.9999999987	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.999999422	0.0	0.0	0.0	0.0	0.9920398462	0.0	1.0	0.0323543737	1.0	0.0	0.0	0.0	0.0	1.0	1.4e-09	0.0	0.1833877784	1.0	1.0	1.0	0.0	0.0	0.9998651625	0.0	0.0	1e-10
magic.4859	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.9735200187	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
magic.4860	1.0	0.9999999979	1.0	1.0	1.0	0.0	1.0	0.0001254091	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	4.1411e-05	7.175e-07	0.9999999842	4.84576e-05	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.175e-07	1.0	0.0	1.0	1.0	1.0	0.0022903416	0.7178514717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0015268205	1.0	1.0	1.0	0.0	1.0	1.0	2.29081e-05	0.0	0.9993782139	1.0	1.0	4.3e-09	1.0	1.0	0.6705526135	1.0	1.0	1.0	1.0	1.0	5.22576e-05	0.0	1.0	0.0	1.0	1.0	0.0001326662	0.9999999974	1.0	1.0	0.0	1.0
magic.4862	1.0	1.0	1.0	1.0	1.0	0.9999999719	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.612102766	1.0	1.0	1.0	0.1019490117	1.0	0.0	1.0	1.0	1.0	0.4294442887	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6716009384	1.0	1.0	0.6290292451	0.9998203782	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
magic.4866	1.0678e-06	0.9999668826	1.0	0.9999999995	1.0	0.9252594555	1.0	1.0	0.0413554118	0.0825640412	1.0	0.9986107399	0.9525611804	1.0	0.9757043108	1.0	1.0	1.0	1.0	1.0	0.9998631828	0.0	1.0	1.0	1.0	1.0	0.9988411625	1.0	0.7147783321	1.0	0.9998631828	1.0	0.9394266026	1.0	1.0	0.9999886991	0.9917681039	0.9999999999	1.0	1.0	0.9999929247	1.0	1.0	1.0	1.0	0.0035874971	1.0	1.0	1.0	0.0	0.9999830488	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.9999999991	0.9999999999	1.0	1.0	0.0333602548	0.968102344	5.339e-07	1.0	0.0	1.0	0.0	1.0	0.9999885761	1.0	0.4241401159	0.9999999984	1.0	0.9971799542	1.0
magic.4869	0.6948100018	1.0	0.9999962264	0.9999898112	1.0	1e-10	1.0	0.994784477	0.0018880659	0.3691527379	1.0	1.0	1.0	0.9999818868	1.0	1.0	0.9999969677	1.0	1.0	0.9845149563	0.9646189581	0.9999700692	0.9910922804	1.0	1.0	1.0	1.0	0.9999845162	1.0	1.0	0.9646189581	1.0	1.0	1.0	1.0	1.0	1.0	0.9999984082	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0002242757	1.0	1.0	1.0	0.0	1.0	0.0	0.9200135221	0.0	1.0	0.0	1.0	0.0006633632	1.0	1.0	0.9999980102	1.0	1.0	0.0015110233	1.0	0.53234834	0.9814753186	0.0	1.0	0.0	1.0	1.0	1.0	0.9999690329	1.0	0.0006719465	1.0	1.0
magic.4872	0.0	0.0	2.541e-07	0.0	0.7948378148	0.9999999998	1.0	0.0020925971	0.0	0.0	0.0	1.0	0.0	0.9999108605	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6580189404	1.0	0.9235194508	0.0154403722	0.0	0.0	0.0149809842	0.9982204758	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.9997396343	0.0	1.0	0.0	0.0	0.0	0.7381056461	1.0	0.0	0.9238791483	0.4834247813	0.9066274888	1.0	0.0002587556	0.8601305425	0.0	0.999977655	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.894960143	1.0	0.0	0.9999999995	1.0	1.0	1.0	1.0	0.0	0.0075470372	0.9999693219	6e-10	0.0	1.0
magic.4873	1.0	0.9894089692	1.0	1.0	1.0	0.2749781098	1.0	1.0	0.1203088851	1.0	1.0	0.0120485762	1.0	1.0	1.0	0.0	0.8042992409	1.0	0.0	1.0	1.0	0.0	3.2e-09	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999997394	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.9999996742	1.0	1.0	0.0986200825	1.0	1.0	1.0	1.0	1.0	0.9999030668	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
magic.4874	0.0	0.0	0.0045623483	3.7e-09	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0009539354	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9997972272	1.0	0.0	1.0	0.2818097052	0.971670826	0.0	1.6044e-06	0.0	0.0	0.9979028799	0.0	0.0	0.0	1.0	0.9979028799	0.0	0.0	0.0	0.0	0.3080093512	0.9999996066	0.0	0.0	0.8360958226	0.0	0.0	0.0	1.0	1.0696e-06	0.0	1.0	0.971670826	0.971670826	0.0	0.0	1.0	0.9677532674	0.020404761	0.2818097052	1.0	1.0	0.8868288977	0.0	0.0	0.0	1.2619e-05	0.0	1.0
magic.4875	0.0	0.0	0.0	0.0	1.0	1.0	0.9975717804	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.996966567	0.0	1.0	0.0	0.0	1.0	8.49481e-05	1.0	0.0	0.0	0.0	0.925845804	1.0	0.0	0.9951553248	1.0	0.0	0.993937806	2.22301e-05	0.9733323719	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	8.49481e-05	0.0	6.79596e-05	1.0	1.0	0.0	0.0	0.2045842621	0.9951553248	0.0	2.22299e-05	1.0	0.9605249113	0.0	1.0	0.993937806	0.993937806	0.0	0.0	1.0	0.9997258407	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.4e-09	0.1709539623	0.0	1.0
magic.4877	0.971649092	9.36533e-05	1.8891e-06	0.0	1.0	3.67e-08	1.0	1.0	0.0	0.0	0.9999998498	3.73e-08	1.0	0.9571259203	1.0	0.0002942371	0.0	1.0	0.0008211452	1.0	0.9999560416	0.0	0.2373038245	0.0628146475	1.0	1.0	1e-10	0.9999999999	0.0	1.0	0.9999560416	1.0	1.0	0.0	0.9999998294	1.0	1.0	0.0	0.0832315786	0.9999980812	0.0	0.0	1.0	1.0	0.9999980812	0.0	0.0628146475	0.0020919378	0.8911268072	0.0	0.9942106006	0.0	0.0	0.0670979721	1.0	0.0	1.0	0.9999998771	1.0	9.2658e-06	0.7714168796	0.9999998294	0.9999998294	0.0	0.8774791358	1.0	1.0	0.0	0.0	1.0	1.0	0.0002319824	0.0	0.9998269369	0.9999999863	0.0	0.0	1.0
magic.4880	0.0	0.0006427435	1.0	1.0	1.0	0.2857670492	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0871284975	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6387811174	0.0	1.0	1.0	1.0	1.0	0.9998960089	0.0145050195	1.0	0.0	1.0	0.9999784956	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.9964275753	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.4692714196	0.9999951118	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0145050195	0.0	0.694748222	0.9999956073	0.9883695637	0.0	1.0	0.0	0.9947343506	1.0
magic.4882	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9625210579	1.0	1.0	1.0	1.0	1.0	1.0	1.907e-07	1.0	1.0	1.0	1.0	0.9999999996	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.6920002126	1.0	1.0	0.9999999999	1.0	1.0	0.5227720291	0.5200384018	1.0	1.0	1.0	0.4320172134	1.0	1.0	1.0	0.0	0.0	0.7158594241	0.7705008871	0.0	1.0	0.0	1.0	0.0	1.0	0.9999999993	1.0	3.4964e-06	3.4964e-06	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.8276289337	0.9999968042	1.0	1.0	0.0	0.5656574934	1.0
magic.4883	1.0	0.0	2.93e-08	1.08e-08	1.0	1.0	0.3381823467	0.9296527526	1.0	1.0	1.0	1.0	0.0	6.1e-09	0.9739124301	1.0	0.0	0.3801095483	1.0	0.8149883749	0.0	0.9999998861	0.8851744755	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.277061049	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0004465989	1.0	0.3981033056	0.9980201248	0.0	1.0	0.9999187338	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8463035748	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
magic.4884	1.0	0.0	0.0	0.0	0.9999990405	0.9999682648	0.9997644767	1.0	0.9999999998	1.0	0.5462926375	1.0	8.4e-09	0.0	1.68e-08	0.0298585335	0.9992346025	0.9998037229	0.9999999606	1.0	0.0	0.0276713653	0.9991803681	1.0	1.0	1.0	2e-10	1.0	0.9330918845	1.0	0.0	0.9996859936	3.36e-08	1.0	0.9267366876	1.0	5.04e-08	1.0	0.8646610388	1.0	0.0074384227	0.0062063809	1.0	0.9999986567	1.0	0.0	1.0	1.0	1.0	0.9870247442	1.0	0.9905936071	0.0	1.0	1.0	0.0	0.9107802974	0.0	1.0	1e-10	1.0	0.9267366876	0.9267366876	0.9999999998	1.0	1.0	0.9280051508	0.0	1.0	0.9998804439	1.0	0.9999998111	0.0	1.0	1.0	0.9909982193	0.0	1.0
magic.4885	0.0	0.9999997817	0.9992665482	0.998971177	1.0	0.7142158868	1.0	0.0	0.0	4.216e-07	1.0	1.0	1.0	0.9964892163	1.0	1.0	0.9823888692	1.0	0.999978936	0.0	0.9999432072	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999432072	1.0	0.0036255801	0.6702110627	0.9997888039	1.0	1.0	0.9999997409	1.0	1.0	0.7910195817	1.0	1.0	1.0	1.0	0.9539527528	0.9999999963	1.0	1.0	0.0	1.0	0.0	0.0	0.9999999995	1.0	0.0	1.0	0.0	1.0	1.0	0.9999996761	0.9997888039	0.9997888039	0.0	0.9999999947	0.0	0.0	0.0	0.6702110627	0.0	0.0	1.0	1.0	0.6256575054	1.0	0.5762426083	0.9992757053	1.0
magic.4895	1.0	1.0	1.0	1.0	1.0	2.20926e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0767e-06	0.0	1.0	1.0	1.0	0.8874809356	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3413339707	1.0	1.0	0.4439674591	1.0	0.9999999995	1.0	0.0006181061	1.0
magic.4896	0.050461477	1.0	0.0	0.0	0.9999999997	0.0319314271	0.846136119	1.0	0.012182838	0.9164276139	0.0	1.0	0.9999999997	0.0	0.9999999998	0.7864141663	0.2223648377	0.8684054922	1.32292e-05	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.8048566624	0.0	0.997379888	1.0	0.9999999667	0.0	0.1300447336	0.9999645026	0.9999556286	0.9995840059	0.9995014771	0.160110809	1.0	0.9999556286	0.0	1.0	1.0	1.0	0.0	0.99999995	0.8844718156	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.9985287115	0.106813904	1.0	1.0	0.0097700758	1.0	1.0	1.0	0.0	0.997379888	0.0	1.0	1.0	0.0	0.8866652338	0.9975502554	0.2090554582	0.0	1.0
magic.4899	6.574e-06	0.0	1.0	1.0	1.0	0.0	0.0	0.0040210719	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	4.59e-08	0.0	0.0014282269	0.0	0.8349694709	1.0	0.9124056226	0.0	0.9999999997	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0142493223	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9170683489	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.6344e-06	1.0	0.0	1.0	0.0540956182	0.0114320376	1.0	1.0	1.0	0.7431235764	1.0	0.0016793858	1.0	1.0	0.0	0.8156086864	0.693690035	0.0	0.0	7.6e-09	1.0	0.0	1.0
magic.4901	0.9610513666	1.0	1.0	1.0	1.0	0.0	0.0079279802	0.0496273156	1.0	1.0	0.999999772	1.0	0.5064214147	1.0	1.0	0.7352245919	0.0	0.0094985155	1.0	0.0171084702	0.0	0.209922371	3.32e-08	0.9999997109	1.0	0.8839910961	0.0	0.9999956436	0.0	1.0	0.0	0.0059577935	0.6723502597	1.0	1.0	1.0	0.8602594499	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999	1.0	1.0	1.0	0.999999482	1.0	1.0	0.0314668036	0.0	0.0	0.9735498891	1.0	1.0	1.0	1.54e-07	0.0	1.0	1.0	1.0	0.9999761473	1.0	0.0212945086	1.0	1.0	0.0	1.0	1.0	5.04e-08	0.3450637374	9.24e-08	1.0	0.0	1.0
magic.4902	0.0	0.9999214819	3.8e-09	8.44292e-05	0.3281948778	0.0	0.0010224874	3.42e-08	0.0	0.0007761936	5e-09	1.0	0.0	4.75256e-05	1.0	0.0	0.0	0.0008181572	0.0	1.0	0.9999999998	0.0	0.0001421762	0.9996541358	0.9999528877	0.3806118651	0.0	7.47e-08	0.0	0.4175591796	1.0	0.0005115052	0.9999990931	0.0775359634	0.5850056385	0.0	0.9999999659	0.0	0.9456407789	0.9999986476	0.0	0.0	0.9999888439	0.9971082704	0.9999986476	0.4323011463	0.9999946989	0.999994478	0.9999933736	0.0	1.0	1.52e-08	0.0	0.0	0.0005115052	0.0	1.0	1.0	0.9999999489	0.0	0.0	0.5850056385	1.0	0.0	0.0	0.0	1.0	1.0	0.0775359634	6.65e-08	1.0	1.0	0.0	0.7636124273	0.0	0.0	0.0	0.9999968078
magic.4903	0.9999972628	0.0	1.0	1.0	1.0	1.0	1.0	2.1e-09	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.9999963504	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.142e-07	1.0	1.0	0.9999999985	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.9167145279	1.0	0.0006403455	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0106511533	0.9999945256	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
magic.4904	1.0	0.0	0.0	0.0	1.0	1.0	1.0	7.04151e-05	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.000146439	1.0	1.0	2.34728e-05	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	9.76308e-05	1.0	1.0	1.0	0.0	1.0	0.9625171355	1.0	1.0	1.0	1.0	1.0	1.0	2.93408e-05	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	5e-10	0.0	1.0
magic.4905	0.0	0.9978950312	0.0	0.0	0.9999999774	1.3e-09	3.5567e-05	0.0	0.0	2.53e-08	0.9999996276	0.0658226326	0.0403276826	0.0	0.0769208504	0.9496692363	0.0004166799	0.9999999993	0.0	1.0	0.9999847116	0.0003899224	0.999999667	0.9657113256	1.0	0.7528143025	0.5990360797	0.1693442822	0.0	2.38332e-05	0.9999847116	0.9999999989	1.234e-07	0.9948510595	0.999979379	0.0	0.0868810981	0.0687679194	0.9999999999	0.9999999999	0.9999999893	0.9999999385	0.9999999985	1.0	0.9999999999	0.0002371857	0.9819292348	0.9837276072	0.9805377968	0.0	0.8569691064	0.0	0.0	0.9999999805	0.9999999989	0.2499891423	1.0	0.9544542202	0.0924576769	3.40463e-05	0.9853584228	0.9216217497	0.9216217497	0.0	0.1425864922	0.0	0.9999995411	0.3701189849	0.9948564014	0.0	0.999560782	0.8842618605	0.0	0.0768460958	0.9954464975	0.0003844538	0.9999999519	1.0
magic.4906	0.0	0.0	0.9998741988	0.9878418426	0.9999999985	1.0	0.9999997297	0.9999725683	0.0	0.0	0.0014778327	0.0	1.0	0.9999576094	0.0794200386	0.0	0.0	0.9999997748	0.0	1.0	0.0	0.0	0.0159502781	2.06e-08	3.787e-07	3.29375e-05	0.0	0.0	0.4948193749	3.84268e-05	0.0	0.9999996396	0.699456271	1.0	0.0	0.9999996062	0.2552681779	0.8544823505	0.0130788188	0.0633532328	0.434426927	0.0	0.0	1.0	0.0633532328	0.0	2.06e-08	0.0	1.65e-08	0.9999996062	0.9999994094	4.7e-09	0.0	1.0	1.0	0.0	0.9979552079	1.0	0.1860059157	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0152081932	0.999999475	1.0	1.0	1.0	1.0	0.0	2.9859e-06	2.0184e-06	2.4e-09	0.42969398	1.0
