id	1CMET2-PWY: folate transformations III (E. coli)	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	ARO-PWY: chorismate biosynthesis I	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	CALVIN-PWY: Calvin-Benson-Bassham cycle	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	GLUTORN-PWY: L-ornithine biosynthesis I	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	HISTSYN-PWY: L-histidine biosynthesis	HSERMETANA-PWY: L-methionine biosynthesis III	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	NONMEVIPP-PWY: methylerythritol phosphate pathway I	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	PANTO-PWY: phosphopantothenate biosynthesis I	PENTOSE-P-PWY: pentose phosphate pathway	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	PWY-1042: glycolysis IV	PWY-2942: L-lysine biosynthesis III	PWY-3001: superpathway of L-isoleucine biosynthesis I	PWY-3841: folate transformations II (plants)	PWY-4041: &gamma;-glutamyl cycle	PWY-5097: L-lysine biosynthesis VI	PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5103: L-isoleucine biosynthesis III	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5667: CDP-diacylglycerol biosynthesis I	PWY-5686: UMP biosynthesis I	PWY-5695: inosine 5'-phosphate degradation	PWY-5941: glycogen degradation II	PWY-5973: cis-vaccenate biosynthesis	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6317: D-galactose degradation I (Leloir pathway)	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	PWY-6608: guanosine nucleotides degradation III	PWY-6609: adenine and adenosine salvage III	PWY-6700: queuosine biosynthesis I (de novo)	PWY-6703: preQ0 biosynthesis	PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7237: myo-, chiro- and scyllo-inositol degradation	PWY-7238: sucrose biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-7663: gondoate biosynthesis (anaerobic)	PWY-7790: UMP biosynthesis II	PWY-7791: UMP biosynthesis III	PWY-7851: coenzyme A biosynthesis II (eukaryotic)	PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	PWY-7977: L-methionine biosynthesis IV	PWY-8178: pentose phosphate pathway (non-oxidative branch) II	PWY0-1296: purine ribonucleosides degradation	PWY0-1319: CDP-diacylglycerol biosynthesis II	PWY0-1477: ethanolamine utilization	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	PWY66-429: fatty acid biosynthesis initiation (mitochondria)	PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	THRESYN-PWY: superpathway of L-threonine biosynthesis	TRNA-CHARGING-PWY: tRNA charging	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	VALSYN-PWY: L-valine biosynthesis
magic.0001	3e-10	0.0	0.0	0.0	6.957e-07	1.0	0.9618600118	0.9998190749	1.7e-09	0.0016923966	1.02e-08	0.0325381108	1.0	0.0	0.9695638522	0.0	0.0	0.968013348	0.0	1.0	0.0	0.9986949914	0.4836472523	0.8820204933	0.8495046305	0.0	0.0	0.002749956	1.0	0.0	0.0	0.9497850812	0.0	0.9999901211	0.0015860618	1.0	0.9999889203	0.9618128095	0.9923639658	0.9982403439	0.0396296492	0.0333141912	0.0	4.97e-07	0.9982403439	5e-09	0.8820204933	0.8280441714	0.9824463624	1.0	0.9999965199	8.969e-07	1.8e-09	0.3109500929	1.0	0.012057557	3.9871e-06	0.0	0.9999833806	0.0	0.9969929888	0.0015860618	0.0015860618	1.4e-09	0.7822685536	1.0	0.836197839	1.0	0.9999901211	1.0	1.0	0.9447928657	0.0	6.47397e-05	0.0497563371	0.9951394994	0.0141781136	1.0
magic.0004	0.0	2.7182e-06	1.766e-07	0.0	7e-10	1.0	0.2008366432	0.9953807318	0.0	0.0	0.0	1.935e-07	1.0	3.91e-08	0.0047126426	0.0	0.0	0.2316973098	0.0	1.0	0.0	0.9562660652	0.9999507095	0.65148228	0.9998002198	0.0	0.0	0.0532224192	0.9999999955	0.0	0.0	0.1585901613	1.67347e-05	0.9422763741	0.1644583877	1.0	0.9999999897	0.9925070757	0.2070907825	0.9645319253	2.543e-07	2.119e-07	0.0	5e-10	0.9645319253	4e-10	0.65148228	0.6265458022	0.8657956443	1.0	0.61266039	0.0012233768	0.0	0.0009542107	1.0	0.0067899594	0.0001710013	0.0	0.9999999846	0.0	1.0	0.1644583877	0.1644583877	0.0	0.5668194524	1.0	0.9999673919	1.0	0.9422763741	1.0	1.0	0.0179887343	2.7091e-06	0.0007153749	0.0007905266	0.9880027827	0.9600165696	1.0
magic.0006	0.0179722454	0.804365993	0.0	0.0	0.4338249954	0.0	3.39e-08	0.6016236211	0.0445846057	0.0668647795	0.0243336736	0.6423718299	0.9999246968	0.0	0.693618212	0.0	0.0	2.71e-08	0.0	0.9999999999	1e-10	1.95004e-05	0.9981853226	0.8467213909	0.0372315037	1.388e-07	5.91e-08	0.4996595612	0.4021728026	5.394e-07	0.0328899077	1.43711e-05	3.58817e-05	0.4886948997	0.0057642043	0.9538579646	0.0012913341	0.9999996221	0.4721428347	0.5282235688	0.1287313134	0.0169977214	0.0643608456	0.4285472128	0.5282235688	0.4428559354	0.8421667547	0.8214644118	0.8359929256	0.1234482927	0.9325902978	0.5444430294	0.0	0.1274683584	1.69e-08	0.0012203198	0.98642386	0.0	0.000862637	7.706e-07	0.9999995277	0.0424264426	0.035471661	0.035988707	0.7424115758	9.26e-08	0.9999843929	0.938566903	0.4886948997	0.9999999988	0.9690517959	0.9368924058	0.0	0.1312514258	0.0541166192	0.2682992276	0.8479080083	0.5183713394
magic.0007	1.5627e-06	0.0	0.0	0.0	0.9988928529	1.0	1.0	1.0	0.0	0.0	0.9460767263	1.0	0.9999999677	0.0	0.9999999838	0.0	0.0	1.0	1.45e-08	1.0	0.0	0.9999999119	1.6e-09	1.0	1.0	0.0	0.0	0.5362167413	6.41885e-05	4e-10	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.9231288468	0.9999753633	1.0	0.0807757567	0.0682317086	0.0	0.9984506801	1.0	0.0	1.0	0.9999999991	1.0	1.0	1.0	0.0	0.0001820345	0.0	1.0	0.6147408694	0.0001407034	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.1e-09	2.509e-07	1.0	0.6927399239	1.0	0.9999514396	0.0	0.0	0.9896041782	1.0	0.0	1.0
magic.0008	0.0	1.0	0.0	0.0	0.2693422173	0.4726466084	0.8847410665	0.9999985348	1.6e-08	4.47197e-05	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.1178e-06	0.9999934066	0.0	0.0	0.0	0.6784157413	1.0	0.0714685171	0.0	1.0	0.0	0.0823984541	1.0	1.0	0.0	0.9997101771	1.0	1.0	1.0	0.0	1.0	1.0	0.1470869598	0.1256527807	0.0	0.2084267632	1.0	0.999999977	0.6784157413	3.1304e-05	0.681479998	1.0	1.0	0.9999761007	0.9940382593	0.0	0.9999999998	1.0	1.0	0.0	1.0	0.0	0.6737319339	1.0	1.0	1.28e-08	0.9999789028	0.9997298411	0.9999947253	1.0	0.9997101771	1.07124e-05	1.0	1.0	0.0	0.0	0.0	1.0	0.0089262832	1.0
magic.0010	0.0032675005	0.0	0.0	0.0	0.995711384	1e-10	1.0	0.0358252987	0.0936629376	0.9966065237	2e-09	1.0	1.0	0.0	1.0	2.7189e-06	0.0	1.0	0.8893909983	0.0122339563	0.0	1.0	0.0	1.0	0.9993197294	0.0012466138	0.0	1.0	0.0	0.0014540701	0.0	1.0	0.0	0.9999999869	0.5342969862	1.0	0.0	1.0	0.8991795859	1.0	0.9912910683	0.9895674532	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.999988782	1.0	0.2092206842	0.9998817163	0.0	1.0	1.0	0.9999219288	0.0	0.0	0.0	1.0	0.5342969862	0.5342969862	0.0763607852	1.0	1.0	0.0152458029	2.072e-07	0.9999999869	0.0	1.0	0.9999850022	0.0	0.9995945091	3e-10	0.9999988478	0.0	1.0
magic.0011	0.0	0.807543066	2.72e-08	1.01e-08	0.9999921901	0.0	1.0	0.0	0.0	0.0	0.9999922401	1.0	0.8731591651	5.7e-09	0.9110931969	0.9853074739	0.0022769323	1.0	0.999812882	0.0	0.9999998669	0.0	0.0	0.9999852705	0.9999999989	0.9975280327	0.1653301342	0.9999999618	0.9999816604	0.9978804067	0.9999998669	1.0	0.9646386646	0.0	0.0024133377	0.0	0.976361226	0.0	0.0	0.9773984783	0.0	0.0	0.0093133609	0.9999989197	0.9773984783	0.0	0.1401527601	0.9999998815	0.9999998578	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9999999997	0.0	1.0	0.0902014303	0.0002972961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606167587	0.0	0.9996005412	0.999999922	0.9632563479	0.0	0.9602001254	1.0
magic.0012	0.0	0.9009898565	0.0	0.0	0.9999420282	1.0	0.9977772764	1.0	0.0	0.0	1.171e-07	0.0	0.9999910317	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9966198713	0.980528368	0.938169556	0.0	0.0	0.0601851438	0.0	0.0	0.9966444014	1.0	6.9e-09	1.0	0.0	1.0	0.9999985053	0.0	1.0	1.0	1.7673e-06	1.8e-09	0.0	0.9999188413	1.0	0.921169653	0.980528368	0.8978117608	1.0	1.0	0.9999999985	0.1110138225	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.9999994756	0.0	1.0
magic.0013	0.0	0.9631981001	2.422e-07	3.70757e-05	0.9999939592	0.0592149329	0.9500085749	0.0102910694	0.5540302456	0.997115557	0.7461600121	0.9998574322	0.0	5.05e-08	0.0	0.3052722782	0.0	0.99622485	0.0	0.0632559123	0.0	0.0007828542	0.0004597378	0.9957017657	0.0075726986	0.999992993	0.6866407797	1.0	0.0	0.9623672865	0.0116745564	0.9939734108	0.9870688801	0.0033065607	0.9999999453	1.0	1.41e-08	0.9999985391	1.0	1.0	1.0	0.8600559225	1.0	0.999991543	1.0	0.6057373106	0.9956156704	0.9999999998	0.9999999997	0.0	1.0	0.9995066082	0.8559350243	0.9999999922	0.9939734108	1.0	1.0	1.6e-09	9.4e-09	0.5238372262	0.9999981739	0.9999999453	0.9999999453	0.4985041944	0.9619841337	0.0	0.0778389469	0.999999981	0.0076086584	3.2e-09	1.0	1.0	0.0	0.0	0.9542069722	0.999657416	1.0	1.0
magic.0014	0.0	0.0	0.997441539	0.0	0.0	0.8994724883	1.0	0.0056638947	0.0	0.0	0.0	0.8257923889	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.3915318994	0.9999999869	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.4517940308	0.0	0.0	1.0
magic.0015	0.0	0.0030470919	0.0118673948	0.0001607249	0.080707758	0.4266713392	0.4182801816	0.0060608516	0.0	0.0	6e-10	0.848085697	0.999511878	0.0025839222	0.0040931766	0.0	0.0	0.9999032852	0.0	1.0	0.0	3.157e-06	0.9999905905	1.4e-09	0.0006541271	0.9896367	0.0	0.9854385687	0.0237902542	0.0	0.0	0.9998452652	0.0	1.0	0.0	1.0	0.9548285753	0.7201185089	0.8335196901	0.9995623978	1.1289e-06	0.0	1.99022e-05	0.0607844237	0.9995623978	1e-10	1.4e-09	0.0	2.656e-07	1.0	0.9902423968	0.0	0.0	1.132e-07	1.0	0.0	3.6606e-06	0.0	0.9338458644	0.0	0.9998869535	0.0	0.0	0.0	2.324e-07	0.0	1.0	1.0	1.0	1.0	1.0	0.9999987861	0.0	0.9553292151	6.666e-07	0.0007276223	0.0020915608	1.0
magic.0016	1.8835e-06	6.12544e-05	1.0899e-06	1.8139e-06	5.637e-06	1.0	0.9948286393	0.9999999422	0.0	7e-10	2.7e-09	0.0	0.9999871275	2.271e-07	0.9999932466	0.0	0.0	0.9956868152	0.0	1.0	0.0	0.0259008022	0.9929085722	0.4991936945	0.9999950104	0.0001547459	0.0	0.0002258249	0.9999999719	0.0001805312	1e-10	0.9931167177	0.0081965366	0.9999999997	1.9e-09	1.0	0.9999978546	0.0036023714	0.2139000295	0.6734638706	1.1304e-06	9.42e-07	0.0	4.0265e-06	0.6734638706	0.0	0.4991936945	0.2942576417	0.4548959334	1.0	0.1521160117	0.0376517552	0.0	0.9024964754	1.0	0.1849130336	1.014e-07	0.0	1.0	0.0	0.9999716768	1.9e-09	1.9e-09	0.0	0.2582128965	0.9999878821	0.9999999143	1.0	0.9999999997	1.0	1.0	0.638145249	0.0251248911	1.55625e-05	0.001181129	0.9329025513	0.7047998376	1.0
magic.0017	0.389836778	0.9999999996	0.9413909106	0.9551560466	0.9999999902	0.999909177	1.0	1.0	0.9620873193	0.9550524298	0.9999996257	1.0	0.7209752451	0.941931931	1.5984e-06	0.989137582	0.9230819948	1.0	0.0	1.0	0.0	0.0	2e-10	0.9995945638	0.9999993476	0.073731648	0.0	1.0	0.0	0.0	0.0	1.0	0.8378682345	0.9961264033	0.9999990131	1.0	0.9394066765	0.0001875187	1.0	1.0	0.9232228229	0.9092607285	1.0	0.9999999862	1.0	0.9999999457	0.9995945638	0.999999987	0.999999961	0.9999999892	1.0	0.9976734454	0.9999397824	0.9840307414	0.9999880753	0.0679278822	0.9999999999	0.0	1.0	0.0	0.6887144817	0.9999990131	0.9999990131	0.9550524298	0.7799543554	0.9157111082	1.0	1.0	0.9961264033	0.0	1.0	1.0	0.9817005729	0.9989815693	0.9999394495	1.0	0.1506130785	1.0
magic.0018	1.53746e-05	0.7250039788	0.6388075121	0.0	0.0741925411	0.9893144323	1.0	0.3814700544	0.0	6.6e-09	0.0	0.0	0.9946159953	0.7111043033	0.9972979975	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5536546062	0.0	0.9999996916	0.1467946301	0.0	0.0019681629	0.9997944507	0.165492565	0.0	1.0	0.9972989238	1.0	0.0	1.0	0.0	9e-10	0.9987014576	0.9994493776	0.0	0.0	0.0030033149	0.0541429548	0.9994493776	0.0	0.0	0.0	0.0	1.0	0.8072097515	4.6e-09	0.0	0.0	1.0	0.0	2.16e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.18419e-05	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.1089254469	0.0012970524	0.0789893286	0.8922126659	1.0
magic.0019	0.0	0.0	0.0	0.0	0.0	7.6205e-06	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0002040555	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
magic.0020	0.0	0.9765359017	5.4177e-06	2.0077e-06	1.0	3.19e-06	0.9999549447	0.000121622	0.9999961991	0.9999972395	1.0	0.9999150554	0.9999999997	1.1287e-06	0.0044285145	4.5305e-06	0.0	0.9999477578	0.0	1.0	0.0249947559	0.0	0.8478522387	0.9623880766	0.0028218559	0.9912592575	0.9999744757	0.9999989252	0.0159560818	0.9919549161	0.0249947559	0.9999164235	0.9933139649	0.4738848766	0.999999999	1.0	3.0579e-05	1.0	0.9999999999	0.9999999998	0.9999999998	0.9999999821	1.0	1.0	0.9999999998	0.9999996393	0.9623880766	0.9999524279	0.9998572974	5.1995e-06	1.0	0.9999930117	0.1133515537	0.9998834528	0.9999164316	0.9998915203	1.0	0.0	2.03862e-05	0.9943502427	1.0	0.999999999	0.999999999	0.9999953181	8.94126e-05	0.0	0.8223530039	1.0	0.5657613624	0.0002985954	1.0	1.0	0.0	0.0	0.9999999964	0.999923045	1.0	0.9999999794
magic.0021	0.981187027	1.014e-07	0.0	0.0	0.5929279742	0.9999722149	7.98873e-05	0.9051233999	2.6522e-06	0.0067205205	0.2240544441	0.9999999433	6.6e-09	0.0	1.32e-08	0.1066677483	1.8956e-06	9.58632e-05	0.9481545562	0.760765678	0.0	0.9999902707	0.7518957269	0.9999999834	1.0	0.8953116237	0.0	0.9811844463	1.253e-07	0.5633541186	0.0	5.99167e-05	0.0	0.9999999994	0.5345399407	0.9999998739	3.91e-08	0.9978921942	0.9983906849	0.9999970646	0.8674812608	0.9038580502	0.7773084812	0.9985078561	0.9999970646	0.0	0.9999999834	1.0	1.0	0.0	0.9999994121	0.4123809798	0.980924673	1.2637e-06	0.9613212278	0.1469532071	0.6364531936	0.0	2.5355e-06	0.0	0.9973666304	0.5345399407	0.9252421651	2.1217e-06	0.9999999763	0.9997510655	0.7975642909	2.1066e-06	0.9999999994	0.0	1.0	0.9316561217	0.9285981078	0.9624731465	0.9843000019	0.9855845183	7.34e-07	1.0
magic.0022	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.046e-07	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	4.19542e-05	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.8883e-06	0.0	1.0	0.0	0.0	1.0	1.0
magic.0023	0.9652663298	0.9083329345	1.0	0.1584862875	1.0	0.9999999994	1.0	1.0	0.0	0.0	0.9999990607	0.0	1.0	1.0	1.0	1.0	0.954218493	1.0	0.9999985869	1.0	1.0	0.2059487319	0.9999999992	1.0	1.0	1.0	1.0	1.0	0.9999999816	1.0	1.0	1.0	1.0	0.0	0.9983941969	1.0	1.0	0.3056913301	0.999996631	1.0	0.0210872993	0.0180861404	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0175143771	3.26923e-05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2604782528	7.25616e-05	7.25616e-05	0.0	0.0	0.9328645213	1.0	0.0	0.0	1.0	1.0	0.0002074031	7.39589e-05	0.9999999966	1.0	4.902e-07	0.999999999	1.0
magic.0024	7.15992e-05	0.1144933126	0.0	0.0	0.0663429448	6.45896e-05	0.0	0.0	1e-10	1e-10	0.0	0.9069310386	0.0	0.0	0.0	0.0	1.37e-08	0.0	1.96e-08	0.0	0.0	0.9735144962	0.0	0.262714799	0.0418415	0.8614065157	0.0	7.16033e-05	0.0	0.0083263007	0.0	0.0	0.0	0.9932518208	1.31812e-05	1.0	0.0	0.9885175984	0.981439062	1.0	0.107084534	0.1190236509	0.0	0.9999943389	1.0	0.0	0.2627095548	0.0516228114	0.9411869145	0.0	1.0	0.9968085818	0.4952623032	0.0	0.010481821	5e-10	0.999998376	0.0	0.0	0.0	0.9856880818	0.0268256606	0.0432695467	1e-10	0.0381779591	0.2549549096	0.0	0.0	0.9932518208	0.0	0.0	1.0935e-06	6.293e-06	3.48491e-05	0.0	2.35418e-05	0.0	0.0084274634
magic.0025	6.4491e-06	1.015e-07	0.0	0.0	3.87584e-05	4.3762e-06	0.6928863747	0.0	0.0	0.0	2.86e-08	0.2105678945	0.0	0.0	0.0	0.0	0.0255479931	0.7302264567	0.0	1.7e-09	0.0	0.031534389	2.9e-09	0.9999923626	0.0	0.9710402564	0.0	0.0002174316	0.0	0.9750742421	0.0	0.6285649051	0.0	0.0	8.652e-07	9.42245e-05	0.0	0.7173621811	0.0	0.2278886366	1.95e-08	1.62e-08	0.0	0.8759959351	0.2278886366	0.0	0.9999999992	0.0	0.9999999999	0.0	6.2818e-05	0.051168464	0.9959524286	0.0	0.0	0.0	0.7194554315	0.0	0.0	0.0	0.6700190036	0.0334857695	8.652e-07	0.0	0.0	0.4513363358	1.4e-09	0.0	0.0	0.0	0.0	4.262e-07	0.0	3.788e-07	0.0	0.0	0.0	0.9995614217
magic.0026	0.0650573078	0.0	0.0	0.0	0.0004581373	1.0	0.0	0.0001264277	1e-10	1e-10	0.0004069334	0.9999974879	0.0	0.0	1e-10	0.6866139903	0.0	0.0	0.5428108825	4.21461e-05	0.0	0.9392121635	7.37492e-05	0.959601702	1.0	0.9939442351	0.0	0.9815506891	7.5e-09	0.0002854577	0.0	0.0	0.0	0.999344258	2.9443e-06	1.0	0.0	0.9999999993	0.7931430241	0.999999865	0.3758207226	0.4946762632	0.0029356621	0.9999998896	0.999999865	0.0	0.959601702	0.9579892109	0.9999986647	0.0	1.0	0.9582397157	1.0	0.0	0.8590647292	1.245e-07	0.9975145577	0.0	0.0	0.0	0.9999999991	2.9443e-06	0.9574891811	1e-10	0.9432704259	0.9999998549	5.26821e-05	0.0	0.999344258	1e-09	0.9999999999	0.6563175066	0.99339018	0.9637671542	0.9921242479	0.9777967148	0.0	0.9999999989
magic.0027	0.0	1.0	0.0	0.0	3.3e-09	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9847555716	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.9999455189	0.0076306936	0.9999959087	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.9283740045	1.0	0.0	0.0	0.0	2.4e-09	1.0	0.0	0.9999959087	0.9999957382	1.0	1.0	0.0	9e-10	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.9999998318	1.0	1.0	1.0	0.0003393986	0.0	0.277366654	0.0	0.0515846345	1.0	1.0
magic.0028	0.0	0.1801440769	0.0002156085	0.0311836644	0.6631650253	0.2531615087	0.9880572063	0.8690190333	0.0	0.1829870064	0.0273483882	0.3675475395	0.3955524916	0.2459895082	0.4844455953	0.0521575056	0.0	0.9896837162	0.0	0.6967913727	0.001041384	0.0	0.7780957796	0.0095508246	0.1511554033	0.0180574375	0.5408066389	0.0789835198	0.0767420347	0.0541210256	0.001041384	0.9844126986	0.6986448817	0.0062490895	0.0936007878	0.0417772871	0.6315531349	0.2986733893	0.8664610737	0.9215963315	0.0	0.0	0.6488982965	0.5885723288	0.9215963315	0.0	0.7140349781	0.7105950146	0.6668045173	0.0163842582	0.0282456148	0.0	0.0009614868	0.0001139002	0.9950191088	0.0134723208	0.818144306	0.0	0.6698044728	0.0711669263	0.5142114725	0.0218655141	0.0405114769	0.0117588846	0.0	0.0	0.6591568188	0.0316297816	0.0062490895	0.1046269011	0.996803082	0.9239557694	0.1384047902	0.7394454798	0.882083628	0.254876079	0.240122288	0.9978944484
magic.0030	0.8900594951	0.1530613814	0.0291736266	0.0476590208	0.8552352448	0.9907798934	0.9933655128	0.9826861461	4.646e-07	0.6683273997	0.8423096359	0.925549039	0.018339413	0.0062229476	0.0359233447	0.6484514926	0.4917314213	0.9944651616	0.1001968485	0.9999999598	2.08e-08	5.18219e-05	0.7313417797	0.8964801277	0.5646095097	0.1896676064	0.8432217988	0.9345331275	0.1784874984	0.0389291008	2.08e-08	0.9911735703	6.6705e-06	0.9991401822	0.0864399374	0.9966936649	0.1006145847	0.9856402535	0.9235611874	0.95932254	0.6489694549	0.7688368916	0.9962348261	0.9205042582	0.95932254	0.0060092269	0.8990336965	0.9060951332	0.8789877342	0.9867829214	0.9951297495	0.3592753425	2.309e-06	0.8204850774	1.0	0.2060249432	0.9998907973	0.0	0.9741534333	0.0541600569	0.9999994314	0.0864399374	0.0864399374	3.717e-07	0.1865865382	0.9427295037	0.9999999518	0.9956667501	0.9991401822	1.0	1.0	0.7404845985	8.8784e-05	0.9928549969	0.9916473946	0.3004318688	0.0215419111	1.0
magic.0031	0.0	0.2545123248	0.0	0.0	0.0566288819	0.9825316836	0.0559248158	0.4607646164	0.1819467401	0.2006972757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0663674613	3.8e-08	0.99997279	0.0	0.0	0.7296968464	0.0006654938	0.9987628412	0.0023418876	0.1503513969	0.0013081479	0.4002940727	0.0026068124	0.0	0.0425383492	0.0	4.1e-09	0.0	0.9999997929	0.0	0.0	0.854050816	0.9999819518	0.0076397293	0.0063753322	0.7357766149	0.4533748246	0.9999819518	0.9179688416	0.0023723529	0.0003664896	0.0018988028	0.0	0.9999958697	0.9233889758	0.0	0.9999438081	0.0	0.0832630147	0.9011845749	0.0	0.0655788901	0.0037195789	0.9954105823	0.0	0.0	0.1552582328	0.0003063674	0.0565825699	0.9985013095	0.0	8.46e-08	0.0	1.0	0.7982289752	0.0	0.0225127188	0.9823812037	0.0288016131	0.1645575394	1.0
magic.0033	0.0	0.0	1.0	0.0	0.0	1.0	0.9999981888	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.4e-09	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.46e-08	0.9999999998	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.28e-08	1.0	1.0	0.0	1.0	1.0	1.0	0.9910038845	0.0	0.0	0.0	0.0	0.0	1.0
